support,itemsets,length
0.2573770491803279,"['silence of the lambs, the (1991)', 'jurassic park (1993)']",2
0.2573770491803279,"['lord of the rings: the fellowship of the ring, the (2001)', 'matrix, the (1999)']",2
0.25573770491803277,"['terminator 2: judgment day (1991)', 'braveheart (1995)']",2
0.25573770491803277,"['star wars: episode iv - a new hope (1977)', 'shawshank redemption, the (1994)']",2
0.25573770491803277,"['saving private ryan (1998)', 'matrix, the (1999)']",2
0.2540983606557377,"['silence of the lambs, the (1991)', 'star wars: episode iv - a new hope (1977)']",2
0.2540983606557377,"['silence of the lambs, the (1991)', 'shawshank redemption, the (1994)', 'forrest gump (1994)']",3
0.25245901639344265,"['jurassic park (1993)', 'shawshank redemption, the (1994)']",2
0.25245901639344265,"['star wars: episode v - the empire strikes back (1980)', 'star wars: episode vi - return of the jedi (1983)', 'star wars: episode iv - a new hope (1977)']",3
0.25245901639344265,"['star wars: episode vi - return of the jedi (1983)', 'matrix, the (1999)']",2
0.25245901639344265,"['matrix, the (1999)', 'american beauty (1999)']",2
0.25245901639344265,"['raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981)', 'matrix, the (1999)']",2
0.25245901639344265,"['lord of the rings: the fellowship of the ring, the (2001)', 'lord of the rings: the two towers, the (2002)', 'lord of the rings: the return of the king, the (2003)']",3
0.25245901639344265,"['toy story (1995)', 'forrest gump (1994)']",2
0.25245901639344265,"['pulp fiction (1994)', 'star wars: episode iv - a new hope (1977)']",2
0.24918032786885247,"['sixth sense, the (1999)', 'matrix, the (1999)']",2
0.24918032786885247,"['usual suspects, the (1995)', 'forrest gump (1994)']",2
0.24754098360655738,"['apollo 13 (1995)', 'shawshank redemption, the (1994)']",2
0.24754098360655738,"['pulp fiction (1994)', ""schindler's list (1993)""]",2
0.24754098360655738,"['pulp fiction (1994)', 'apollo 13 (1995)']",2
0.24754098360655738,"['pulp fiction (1994)', 'braveheart (1995)', 'forrest gump (1994)']",3
0.2459016393442623,"['silence of the lambs, the (1991)', 'braveheart (1995)']",2
0.2459016393442623,"['silence of the lambs, the (1991)', 'seven (a.k.a. se7en) (1995)']",2
0.2459016393442623,"['batman (1989)', 'pulp fiction (1994)']",2
0.2442622950819672,['pirates of the caribbean: the curse of the black pearl (2003)'],1
0.2442622950819672,"['dark knight, the (2008)']",1
0.2442622950819672,"['fight club (1999)', 'matrix, the (1999)', 'forrest gump (1994)']",3
0.2442622950819672,"['lord of the rings: the two towers, the (2002)', 'matrix, the (1999)']",2
0.2442622950819672,"['fugitive, the (1993)', 'forrest gump (1994)']",2
0.2442622950819672,"['seven (a.k.a. se7en) (1995)', 'shawshank redemption, the (1994)']",2
0.2442622950819672,"['pulp fiction (1994)', 'american beauty (1999)']",2
0.24262295081967214,"['silence of the lambs, the (1991)', 'terminator 2: judgment day (1991)']",2
0.24262295081967214,"['star wars: episode v - the empire strikes back (1980)', 'raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981)']",2
0.24262295081967214,"['matrix, the (1999)', 'lord of the rings: the return of the king, the (2003)']",2
0.24262295081967214,"['silence of the lambs, the (1991)', ""schindler's list (1993)""]",2
0.24262295081967214,"['star wars: episode v - the empire strikes back (1980)', 'forrest gump (1994)']",2
0.24262295081967214,"['independence day (a.k.a. id4) (1996)', 'forrest gump (1994)']",2
0.24098360655737705,"['matrix, the (1999)', 'shawshank redemption, the (1994)', 'forrest gump (1994)']",3
0.24098360655737705,"['pulp fiction (1994)', 'matrix, the (1999)', 'forrest gump (1994)']",3
0.23934426229508196,['beauty and the beast (1991)'],1
0.23934426229508196,"['terminator 2: judgment day (1991)', 'shawshank redemption, the (1994)']",2
0.23934426229508196,"['batman (1989)', 'forrest gump (1994)']",2
0.23934426229508196,['alien (1979)'],1
0.23770491803278687,"['speed (1994)', 'forrest gump (1994)']",2
0.23770491803278687,['die hard (1988)'],1
0.2360655737704918,"['jurassic park (1993)', 'independence day (a.k.a. id4) (1996)']",2
0.2360655737704918,"['american beauty (1999)', 'forrest gump (1994)']",2
0.2360655737704918,"['terminator 2: judgment day (1991)', 'matrix, the (1999)']",2
0.2360655737704918,"['jurassic park (1993)', 'shawshank redemption, the (1994)', 'forrest gump (1994)']",3
0.2360655737704918,['die hard: with a vengeance (1995)'],1
0.2360655737704918,"['pulp fiction (1994)', 'fargo (1996)']",2
0.2360655737704918,['mrs. doubtfire (1993)'],1
0.2360655737704918,"['lion king, the (1994)', 'forrest gump (1994)']",2
0.2360655737704918,"['fugitive, the (1993)', 'jurassic park (1993)']",2
0.23442622950819672,"['terminator 2: judgment day (1991)', 'pulp fiction (1994)', 'forrest gump (1994)']",3
0.23442622950819672,"['star wars: episode vi - return of the jedi (1983)', 'forrest gump (1994)']",2
0.23442622950819672,"['star wars: episode v - the empire strikes back (1980)', 'star wars: episode iv - a new hope (1977)', 'raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981)']",3
0.23442622950819672,['groundhog day (1993)'],1
0.23442622950819672,['inception (2010)'],1
0.23278688524590163,"['fugitive, the (1993)', 'pulp fiction (1994)']",2
0.23278688524590163,"['braveheart (1995)', 'shawshank redemption, the (1994)', 'forrest gump (1994)']",3
0.23278688524590163,"['pulp fiction (1994)', 'seven (a.k.a. se7en) (1995)', 'forrest gump (1994)']",3
0.23278688524590163,"['princess bride, the (1987)']",1
0.23278688524590163,"['pulp fiction (1994)', 'shawshank redemption, the (1994)', 'braveheart (1995)']",3
0.23114754098360657,"['star wars: episode v - the empire strikes back (1980)', 'star wars: episode vi - return of the jedi (1983)', 'matrix, the (1999)']",3
0.23114754098360657,"['toy story (1995)', 'pulp fiction (1994)']",2
0.23114754098360657,"['aladdin (1992)', 'forrest gump (1994)']",2
0.23114754098360657,"['star wars: episode vi - return of the jedi (1983)', 'star wars: episode iv - a new hope (1977)', 'matrix, the (1999)']",3
0.23114754098360657,['good will hunting (1997)'],1
0.23114754098360657,"['braveheart (1995)', 'jurassic park (1993)', 'forrest gump (1994)']",3
0.23114754098360657,['finding nemo (2003)'],1
0.22950819672131148,"['silence of the lambs, the (1991)', 'fugitive, the (1993)']",2
0.22950819672131148,"['gladiator (2000)', 'matrix, the (1999)']",2
0.22950819672131148,['stargate (1994)'],1
0.22950819672131148,"['fight club (1999)', 'pulp fiction (1994)', 'matrix, the (1999)']",3
0.22950819672131148,"['forrest gump (1994)', 'lord of the rings: the return of the king, the (2003)']",2
0.22950819672131148,"['jurassic park (1993)', 'star wars: episode iv - a new hope (1977)']",2
0.22950819672131148,['titanic (1997)'],1
0.22950819672131148,['star wars: episode i - the phantom menace (1999)'],1
0.22950819672131148,['indiana jones and the last crusade (1989)'],1
0.22950819672131148,"['terminator 2: judgment day (1991)', 'jurassic park (1993)', 'forrest gump (1994)']",3
0.22950819672131148,"['sixth sense, the (1999)', 'forrest gump (1994)']",2
0.22950819672131148,"['batman (1989)', 'jurassic park (1993)']",2
0.2278688524590164,"['star wars: episode v - the empire strikes back (1980)', 'pulp fiction (1994)']",2
0.2278688524590164,"['true lies (1994)', 'forrest gump (1994)']",2
0.2262295081967213,"['lord of the rings: the fellowship of the ring, the (2001)', 'forrest gump (1994)']",2
0.2262295081967213,"['star wars: episode iv - a new hope (1977)', 'independence day (a.k.a. id4) (1996)']",2
0.2262295081967213,"['pulp fiction (1994)', 'seven (a.k.a. se7en) (1995)', 'shawshank redemption, the (1994)']",3
0.2262295081967213,"['saving private ryan (1998)', 'forrest gump (1994)']",2
0.2262295081967213,"['matrix, the (1999)', 'braveheart (1995)']",2
0.2262295081967213,"['jurassic park (1993)', 'apollo 13 (1995)']",2
0.2262295081967213,"['true lies (1994)', 'pulp fiction (1994)']",2
0.22459016393442624,"['star wars: episode v - the empire strikes back (1980)', 'star wars: episode iv - a new hope (1977)', 'forrest gump (1994)']",3
0.22459016393442624,"['silence of the lambs, the (1991)', 'fight club (1999)']",2
0.22459016393442624,"['toy story (1995)', 'shawshank redemption, the (1994)']",2
0.22459016393442624,['batman forever (1995)'],1
0.22459016393442624,"['silence of the lambs, the (1991)', 'american beauty (1999)']",2
0.22459016393442624,"['terminator 2: judgment day (1991)', 'star wars: episode iv - a new hope (1977)']",2
0.22459016393442624,"['speed (1994)', 'jurassic park (1993)']",2
0.22459016393442624,"['fugitive, the (1993)', 'braveheart (1995)']",2
0.22459016393442624,"['silence of the lambs, the (1991)', 'usual suspects, the (1995)']",2
0.22459016393442624,"['silence of the lambs, the (1991)', 'pulp fiction (1994)', 'seven (a.k.a. se7en) (1995)']",3
0.22459016393442624,"['lord of the rings: the fellowship of the ring, the (2001)', 'matrix, the (1999)', 'lord of the rings: the return of the king, the (2003)']",3
0.22459016393442624,"['lord of the rings: the fellowship of the ring, the (2001)', 'fight club (1999)']",2
0.22295081967213115,"['lord of the rings: the fellowship of the ring, the (2001)', 'shawshank redemption, the (1994)']",2
0.22295081967213115,"['usual suspects, the (1995)', 'pulp fiction (1994)', 'shawshank redemption, the (1994)']",3
0.22295081967213115,"['pulp fiction (1994)', 'dances with wolves (1990)']",2
0.22295081967213115,"['back to the future (1985)', 'forrest gump (1994)']",2
0.22295081967213115,"['matrix, the (1999)', 'fight club (1999)', 'shawshank redemption, the (1994)']",3
0.22295081967213115,"['true lies (1994)', 'batman (1989)']",2
0.22295081967213115,"['shawshank redemption, the (1994)', 'lord of the rings: the return of the king, the (2003)']",2
0.22295081967213115,['monty python and the holy grail (1975)'],1
0.22295081967213115,"['silence of the lambs, the (1991)', 'jurassic park (1993)', 'forrest gump (1994)']",3
0.22131147540983606,"['shawshank redemption, the (1994)', 'godfather, the (1972)']",2
0.22131147540983606,"['mrs. doubtfire (1993)', 'forrest gump (1994)']",2
0.22131147540983606,"['terminator 2: judgment day (1991)', 'batman (1989)']",2
0.22131147540983606,"['star wars: episode v - the empire strikes back (1980)', 'star wars: episode vi - return of the jedi (1983)', 'star wars: episode iv - a new hope (1977)', 'matrix, the (1999)']",4
0.22131147540983606,"['matrix, the (1999)', 'godfather, the (1972)']",2
0.22131147540983606,"['terminator 2: judgment day (1991)', 'fugitive, the (1993)']",2
0.22131147540983606,"['silence of the lambs, the (1991)', 'star wars: episode v - the empire strikes back (1980)']",2
0.22131147540983606,"['lord of the rings: the fellowship of the ring, the (2001)', 'lord of the rings: the two towers, the (2002)', 'matrix, the (1999)']",3
0.22131147540983606,['pretty woman (1990)'],1
0.22131147540983606,"['silence of the lambs, the (1991)', 'pulp fiction (1994)', 'shawshank redemption, the (1994)', 'forrest gump (1994)']",4
0.22131147540983606,"['pulp fiction (1994)', 'independence day (a.k.a. id4) (1996)']",2
0.22131147540983606,"['fugitive, the (1993)', 'shawshank redemption, the (1994)']",2
0.21967213114754097,"['shawshank redemption, the (1994)', 'american beauty (1999)']",2
0.21967213114754097,"['pulp fiction (1994)', 'terminator 2: judgment day (1991)', 'jurassic park (1993)']",3
0.21967213114754097,"['fight club (1999)', 'american beauty (1999)']",2
0.21967213114754097,"['lord of the rings: the two towers, the (2002)', 'forrest gump (1994)']",2
0.21967213114754097,"['men in black (a.k.a. mib) (1997)', 'forrest gump (1994)']",2
0.21967213114754097,"['dances with wolves (1990)', 'forrest gump (1994)']",2
0.21967213114754097,"['silence of the lambs, the (1991)', 'fargo (1996)']",2
0.21967213114754097,"['toy story (1995)', 'star wars: episode iv - a new hope (1977)']",2
0.21967213114754097,"['apollo 13 (1995)', 'braveheart (1995)']",2
0.21967213114754097,"['matrix, the (1999)', ""schindler's list (1993)""]",2
0.21967213114754097,"['seven (a.k.a. se7en) (1995)', 'braveheart (1995)']",2
0.21967213114754097,"['men in black (a.k.a. mib) (1997)', 'matrix, the (1999)']",2
0.21967213114754097,"['star wars: episode iv - a new hope (1977)', 'fight club (1999)']",2
0.21967213114754097,"['pulp fiction (1994)', 'jurassic park (1993)', 'shawshank redemption, the (1994)']",3
0.2180327868852459,"['usual suspects, the (1995)', 'pulp fiction (1994)', 'forrest gump (1994)']",3
0.2180327868852459,['léon: the professional (a.k.a. the professional) (léon) (1994)'],1
0.2180327868852459,"['silence of the lambs, the (1991)', 'apollo 13 (1995)']",2
0.2180327868852459,"['silence of the lambs, the (1991)', 'pulp fiction (1994)', 'matrix, the (1999)']",3
0.2180327868852459,"['matrix, the (1999)', 'pulp fiction (1994)', 'shawshank redemption, the (1994)']",3
0.2180327868852459,['x-men (2000)'],1
0.2180327868852459,"[""one flew over the cuckoo's nest (1975)""]",1
0.2180327868852459,['dumb & dumber (dumb and dumber) (1994)'],1
0.2180327868852459,"['star wars: episode v - the empire strikes back (1980)', 'shawshank redemption, the (1994)']",2
0.2180327868852459,"['terminator 2: judgment day (1991)', 'independence day (a.k.a. id4) (1996)']",2
0.2180327868852459,"['lord of the rings: the two towers, the (2002)', 'matrix, the (1999)', 'lord of the rings: the return of the king, the (2003)']",3
0.2180327868852459,"['star wars: episode iv - a new hope (1977)', 'raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981)', 'matrix, the (1999)']",3
0.21639344262295082,"['toy story (1995)', 'jurassic park (1993)']",2
0.21639344262295082,"['jurassic park (1993)', 'matrix, the (1999)']",2
0.21639344262295082,"['monsters, inc. (2001)']",1
0.21639344262295082,"['star wars: episode iv - a new hope (1977)', 'matrix, the (1999)', 'forrest gump (1994)']",3
0.21639344262295082,['goldeneye (1995)'],1
0.21639344262295082,"['star wars: episode iv - a new hope (1977)', 'american beauty (1999)']",2
0.21639344262295082,"['batman (1989)', 'braveheart (1995)']",2
0.21639344262295082,"['pulp fiction (1994)', 'godfather, the (1972)']",2
0.21639344262295082,"['star wars: episode vi - return of the jedi (1983)', 'star wars: episode iv - a new hope (1977)', 'forrest gump (1994)']",3
0.21639344262295082,"['star wars: episode iv - a new hope (1977)', 'godfather, the (1972)']",2
0.21639344262295082,"['seven (a.k.a. se7en) (1995)', 'matrix, the (1999)']",2
0.21475409836065573,"['pulp fiction (1994)', 'apollo 13 (1995)', 'forrest gump (1994)']",3
0.21475409836065573,"['terminator, the (1984)']",1
0.21475409836065573,"['jurassic park (1993)', 'seven (a.k.a. se7en) (1995)']",2
0.21475409836065573,"['pulp fiction (1994)', 'star wars: episode v - the empire strikes back (1980)', 'star wars: episode iv - a new hope (1977)']",3
0.21475409836065573,['reservoir dogs (1992)'],1
0.21475409836065573,['eternal sunshine of the spotless mind (2004)'],1
0.21475409836065573,"[""schindler's list (1993)"", 'shawshank redemption, the (1994)', 'forrest gump (1994)']",3
0.21475409836065573,"['pulp fiction (1994)', 'twelve monkeys (a.k.a. 12 monkeys) (1995)']",2
0.21475409836065573,['kill bill: vol. 1 (2003)'],1
0.21311475409836064,"['terminator 2: judgment day (1991)', 'braveheart (1995)', 'forrest gump (1994)']",3
0.21311475409836064,"['fight club (1999)', 'lord of the rings: the return of the king, the (2003)']",2
0.21311475409836064,"['fight club (1999)', 'shawshank redemption, the (1994)', 'forrest gump (1994)']",3
0.21311475409836064,"['jurassic park (1993)', 'aladdin (1992)']",2
0.21311475409836064,"['pulp fiction (1994)', 'aladdin (1992)']",2
0.21311475409836064,"['lord of the rings: the fellowship of the ring, the (2001)', 'star wars: episode iv - a new hope (1977)']",2
0.21311475409836064,"['speed (1994)', 'pulp fiction (1994)']",2
0.21311475409836064,"['lord of the rings: the fellowship of the ring, the (2001)', 'lord of the rings: the two towers, the (2002)', 'matrix, the (1999)', 'lord of the rings: the return of the king, the (2003)']",4
0.21311475409836064,"['star wars: episode iv - a new hope (1977)', 'saving private ryan (1998)']",2
0.21311475409836064,"['pulp fiction (1994)', 'fight club (1999)', 'forrest gump (1994)']",3
0.21311475409836064,"['pulp fiction (1994)', 'star wars: episode iv - a new hope (1977)', 'matrix, the (1999)']",3
0.21147540983606558,"['godfather: part ii, the (1974)']",1
0.21147540983606558,"['true lies (1994)', 'braveheart (1995)']",2
0.21147540983606558,"['jurassic park (1993)', 'apollo 13 (1995)', 'forrest gump (1994)']",3
0.21147540983606558,"['apollo 13 (1995)', 'shawshank redemption, the (1994)', 'forrest gump (1994)']",3
0.21147540983606558,"['true lies (1994)', 'fugitive, the (1993)']",2
0.21147540983606558,"['lord of the rings: the two towers, the (2002)', 'shawshank redemption, the (1994)']",2
0.21147540983606558,"['matrix, the (1999)', 'shrek (2001)']",2
0.21147540983606558,"['mission: impossible (1996)', 'independence day (a.k.a. id4) (1996)']",2
0.21147540983606558,"['fugitive, the (1993)', 'batman (1989)']",2
0.21147540983606558,"['speed (1994)', 'terminator 2: judgment day (1991)']",2
0.21147540983606558,"['terminator 2: judgment day (1991)', 'star wars: episode v - the empire strikes back (1980)']",2
0.21147540983606558,"['pulp fiction (1994)', 'jurassic park (1993)', 'braveheart (1995)']",3
0.21147540983606558,['american history x (1998)'],1
0.2098360655737705,"['silence of the lambs, the (1991)', 'pulp fiction (1994)', 'braveheart (1995)']",3
0.2098360655737705,"['jurassic park (1993)', 'lion king, the (1994)']",2
0.2098360655737705,"['shrek (2001)', 'forrest gump (1994)']",2
0.2098360655737705,"['star wars: episode iv - a new hope (1977)', 'back to the future (1985)']",2
0.2098360655737705,"['fargo (1996)', 'shawshank redemption, the (1994)']",2
0.2098360655737705,"['silence of the lambs, the (1991)', 'batman (1989)']",2
0.2098360655737705,"['saving private ryan (1998)', 'shawshank redemption, the (1994)']",2
0.2098360655737705,"['sixth sense, the (1999)', 'fight club (1999)']",2
0.2098360655737705,"['independence day (a.k.a. id4) (1996)', 'braveheart (1995)']",2
0.2098360655737705,"['true lies (1994)', 'jurassic park (1993)']",2
0.2098360655737705,"['silence of the lambs, the (1991)', 'jurassic park (1993)', 'pulp fiction (1994)']",3
0.2098360655737705,['babe (1995)'],1
0.2098360655737705,"['godfather, the (1972)', 'forrest gump (1994)']",2
0.2098360655737705,"['pulp fiction (1994)', 'raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981)']",2
0.2098360655737705,"['star wars: episode vi - return of the jedi (1983)', 'jurassic park (1993)']",2
0.2081967213114754,"['silence of the lambs, the (1991)', 'matrix, the (1999)', 'forrest gump (1994)']",3
0.2081967213114754,"['pulp fiction (1994)', 'jurassic park (1993)', 'shawshank redemption, the (1994)', 'forrest gump (1994)']",4
0.2081967213114754,"['star wars: episode v - the empire strikes back (1980)', 'jurassic park (1993)']",2
0.2081967213114754,"['star wars: episode v - the empire strikes back (1980)', 'matrix, the (1999)', 'forrest gump (1994)']",3
0.2081967213114754,"['star wars: episode v - the empire strikes back (1980)', 'star wars: episode iv - a new hope (1977)', 'shawshank redemption, the (1994)']",3
0.2081967213114754,"['silence of the lambs, the (1991)', 'braveheart (1995)', 'forrest gump (1994)']",3
0.2081967213114754,"['silence of the lambs, the (1991)', 'godfather, the (1972)']",2
0.2081967213114754,"['lord of the rings: the two towers, the (2002)', 'fight club (1999)']",2
0.2081967213114754,"['terminator 2: judgment day (1991)', 'shawshank redemption, the (1994)', 'forrest gump (1994)']",3
0.2081967213114754,"['terminator 2: judgment day (1991)', 'jurassic park (1993)', 'braveheart (1995)']",3
0.2081967213114754,"['star wars: episode vi - return of the jedi (1983)', 'raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981)']",2
0.2081967213114754,"['pulp fiction (1994)', 'matrix, the (1999)', 'american beauty (1999)']",3
0.2081967213114754,"['mask, the (1994)', 'forrest gump (1994)']",2
0.2081967213114754,"['fugitive, the (1993)', 'apollo 13 (1995)']",2
0.2081967213114754,"['batman (1989)', 'shawshank redemption, the (1994)']",2
0.2081967213114754,"['pulp fiction (1994)', 'saving private ryan (1998)']",2
0.2081967213114754,"['lion king, the (1994)', 'aladdin (1992)']",2
0.2081967213114754,"['ace ventura: pet detective (1994)', 'forrest gump (1994)']",2
0.20655737704918034,"['pulp fiction (1994)', 'lord of the rings: the fellowship of the ring, the (2001)']",2
0.20655737704918034,"['gladiator (2000)', 'forrest gump (1994)']",2
0.20655737704918034,"['star wars: episode iv - a new hope (1977)', 'fargo (1996)']",2
0.20655737704918034,"['star wars: episode vi - return of the jedi (1983)', 'independence day (a.k.a. id4) (1996)']",2
0.20655737704918034,"['star wars: episode v - the empire strikes back (1980)', 'star wars: episode vi - return of the jedi (1983)', 'forrest gump (1994)']",3
0.20655737704918034,"['matrix, the (1999)', 'star wars: episode iv - a new hope (1977)', 'shawshank redemption, the (1994)']",3
0.20655737704918034,['aliens (1986)'],1
0.20655737704918034,"['star wars: episode iv - a new hope (1977)', 'lord of the rings: the return of the king, the (2003)']",2
0.20655737704918034,"[""schindler's list (1993)"", 'pulp fiction (1994)', 'forrest gump (1994)']",3
0.20655737704918034,"['raiders of the lost ark (indiana jones and the raiders of the lost ark) (1981)', 'forrest gump (1994)']",2
0.20655737704918034,"['usual suspects, the (1995)', 'matrix, the (1999)']",2
0.20655737704918034,"['seven (a.k.a. se7en) (1995)', 'shawshank redemption, the (1994)', 'forrest gump (1994)']",3
0.20655737704918034,"['terminator 2: judgment day (1991)', 'seven (a.k.a. se7en) (1995)']",2
0.20655737704918034,"['silence of the lambs, the (1991)', 'terminator 2: judgment day (1991)', 'pulp fiction (1994)']",3
0.20655737704918034,"['terminator 2: judgment day (1991)', 'pulp fiction (1994)', 'shawshank redemption, the (1994)']",3
0.20655737704918034,"['sixth sense, the (1999)', 'matrix, the (1999)', 'forrest gump (1994)']",3
0.20655737704918034,"['terminator 2: judgment day (1991)', 'star wars: episode vi - return of the jedi (1983)']",2
0.20655737704918034,"['silence of the lambs, the (1991)', 'star wars: episode v - the empire strikes back (1980)', 'star wars: episode iv - a new hope (1977)']",3
0.20655737704918034,['goodfellas (1990)'],1
0.20491803278688525,"['matrix, the (1999)', 'memento (2000)']",2
